page,stt,ma_so,nhom,ten_mon_an,ten_mon_an_en,nang_luong_kcal,chat_dam_g,chat_beo_g,chat_bot_duong_g,vitamin_a_mcg,beta_carotene_mcg,vitamin_c_mg,calcium_mg,iron_mg,zinc_mg,sodium_mg,cholesterol_mg,magnesium_mg,transfat_mg
32,15,HAP-211093,Các món khác,Phá lấu,Offal stew,305.9,21.6,6.1,41.3,4.3,32.5,13.5,195.5,3.1,1.2,1083.8,86.9,34.8,
33,1,HAP-211093,Các món khác,Phá lấu,Offal stew,305.9,21.6,6.1,41.3,4.3,32.5,13.5,195.5,3.1,1.2,1083.8,86.9,34.8,
33,2,HAP-221014,"Chè, các loại giải khát",Nước mía,Sugarcane juice,269.4,0.1,,67.3,0.5,6.0,2.6,,,,,,,
33,3,HAP-211114,Các món khác,Sủi dìn,Glutinous rice balls filled with mung bean patse and black sesame patse in syrup,274.8,4.8,6.5,49.3,,,,69.6,3.3,1.6,3.7,1.3,46.6,
33,4,HAP-221012,"Chè, các loại giải khát",Nước ép dứa,Pineapple juice,177.6,4.4,,40.0,902.0,109.0,145.0,,,,70.1,,,
33,5,HAP-211109,Các món khác,Vịt rang me,Roasted duck with tamarind,656.2,33.7,53.7,9.5,604.2,1403.4,46.7,108.2,4.9,3.2,1702.3,136.8,51.5,
33,6,HAP-223012,"Chè, các loại giải khát",Hoa quả dầm,Mixed fruit dessert,335.9,7.7,8.2,57.8,65.4,310.4,55.6,,,,191.7,24.1,,
33,7,HAP-211055,"Bánh đa, bún, phở",Bánh đa bò nhừ,Crispy rice paper with tender beef,545.6,51.5,5.9,71.5,146.3,1708.5,66.0,192.7,6.5,7.6,2755.9,82.5,72.0,
33,8,HAP-223028,"Chè, các loại giải khát",Chè vừng đen,Black sesame sweet soup,457.1,12.8,20.7,54.9,0.3,3.8,0.6,,,,26.4,12.8,,
33,9,HAP-211045,"Bánh đa, bún, phở",Bánh đa cua,Crab noodle soup with red rice noodles,420.5,19.7,11.9,58.7,,1634.8,31.7,337.4,6.6,1.4,723.6,44.4,56.7,
33,10,HAP-221006,"Chè, các loại giải khát",Chè đỗ xanh,Mung bean sweet soup,325.6,13.4,3.3,60.7,1.4,16.9,2.4,,,,4.7,,,
33,11,HAP-213016,"Bánh đa, bún, phở",Bánh đa bò nhừ,Crispy rice paper with tender beef,407.3,32.0,8.6,50.6,7.9,68.8,4.8,71.3,2.8,4.3,1632.5,60.2,29.1,
33,12,HAP-223017,Các loại bánh,Bánh xiên quẩy đường,Sugar-coated fried dough skewers,513.0,13.9,18.0,73.8,,,,,,,,,,
33,13,HAP-213025,"Bánh đa, bún, phở",Bánh đa cua,Crab noodle soup with red rice noodles,420.6,20.8,9.1,63.8,159.7,1629.1,17.9,295.3,13.6,2.2,1914.6,67.9,66.3,
33,14,HAP-223027,Các loại bánh,Bánh trôi,Glutinous rice balls in syrup,87.0,1.5,2.2,15.4,,0.2,0.1,,,,0.6,,,
33,15,HAP-213069,"Bánh đa, bún, phở",Bánh đa ngan,Red rice noodle soup with duck,534.1,22.0,24.2,55.8,21.5,154.1,9.0,125.7,8.3,1.8,1727.7,5.7,28.2,
34,1,HAP-223004,Các loại bánh,Bánh tráng trộn,Mixed rice paper salad,510.8,26.5,13.6,70.6,141.1,111.8,13.8,,,,407.3,352.8,,
34,2,HAP-213019,"Bánh đa, bún, phở",Bún mắm,Fermented fish noodle soup,471.8,22.5,16.1,59.3,40.3,368.4,13.4,119.4,2.2,1.1,850.7,126.1,32.9,
34,3,HAP-223031,Các loại bánh,Bánh tiêu,Hollow fried doughnut,469.5,6.7,27.9,47.9,0.1,0.8,0.9,,,,85.6,,,
34,4,HAP-211011,"Bánh đa, bún, phở",Bún bò dấm,Vietnamese beef and rice vermicelli with vinegar sauce,553.8,32.5,8.5,86.7,27.0,294.6,54.4,144.3,5.7,2.9,4883.3,54.2,176.9,
34,5,HAP-221001,Các loại bánh,Bánh su kem,Cream puff,227.3,7.0,16.5,12.9,,,,,,,,,,
34,6,HAP-211001,"Bánh đa, bún, phở",Bún bò nhừ,Vietnamese noodle soup with tender stewed beef,803.3,60.9,19.8,95.1,79.0,915.8,30.7,156.7,6.7,5.8,2373.9,63.5,47.7,
34,7,HAP-221002,Các loại bánh,Bánh rán vừng 3 cái,Sesame fried cake (3 pieces),332.9,5.3,18.2,37.0,0.2,2.1,0.3,,,,3.0,,,
34,8,HAP-213030,"Bánh đa, bún, phở",Bún cá cay,Spicy fish noodle soup,548.8,24.3,15.5,78.1,31.1,275.5,21.6,150.5,5.7,0.4,2041.0,9.6,16.6,
34,9,HAP-223015,Các loại bánh,Bánh rán ngọt không vừng 5 cái,Sweet fried cake without sesame (5 pieces),554.9,8.8,30.4,61.6,0.3,3.6,0.5,,,,5.0,,,
34,10,HAP-211104,"Bánh đa, bún, phở",Bún cá cay Cảng,Hai Phong spicy fish noodle soup (Cang style),451.0,20.0,14.5,60.1,121.5,1269.1,82.1,137.4,2.8,0.8,923.3,20.1,26.6,
34,11,HAP-223014,Các loại bánh,Bánh rán ngọt có vừng (3c),Sweet sesame fried cake (3 pieces),289.5,4.6,15.8,32.1,0.2,1.9,0.2,,,,2.6,,,
34,12,HAP-123029,"Chè, các loại giải khát",Nước chanh leo,Passion fruit juice,66.0,0.5,0.2,15.6,15.4,,,3.3,0.4,,6.7,,7.0,
34,13,HAP-223032,Các loại bánh,Bánh quẩy đùi gà,Chicken-drumstick–shaped fried cruller,533.6,14.5,19.6,74.9,,,,,,,,,,
34,14,HAP-122021,"Chè, các loại giải khát",Nước mía chanh leo,Passion fruit mix sugarcane juice,256.3,0.3,0.1,63.7,7.3,,,1.4,0.2,,3.2,,3.3,
34,15,HAP-221004,Các loại bánh,Bánh nếp,Glutinous rice cake,292.4,7.5,1.1,63.2,0.3,3.1,0.4,,,,2.1,,,
35,1,HAP-221004,Các loại bánh,Bánh nếp,Glutinous rice cake,292.4,7.5,1.1,63.2,0.3,3.1,0.4,,,,2.1,,,
35,2,HAP-213020,"Bánh đa, bún, phở",Bún cá chấm,Fish noodle with dipings,670.4,34.7,16.0,97.0,157.9,1870.4,64.9,282.8,3.9,1.4,1289.7,4.0,56.2,
35,3,HAP-223009,Các loại bánh,Bánh mỳ không,Plain baguette,100.0,3.2,0.3,21.1,,,,,,,,,,
35,4,HAP-213048,"Bánh đa, bún, phở",Bún cua thập cẩm,Rice vermicelli soup with crab and mixed seafood,595.3,24.2,6.8,109.1,351.3,3953.1,74.3,601.3,35.3,5.3,2227.0,87.0,143.6,
35,5,HAP-221018,Các loại bánh,Bánh mỳ giò chả,Baguette with pork sausage,195.7,18.6,4.2,20.9,,,,,,,,32.0,,
35,6,HAP-213032,"Bánh đa, bún, phở",Bún chả,Kebab rice noodles,746.5,22.3,21.5,116.0,177.1,1682.8,50.6,131.3,3.5,2.7,2865.7,66.9,103.2,
35,7,HAP-223029,Các loại bánh,Bánh mỳ cay,Spicy baguette,155.0,8.6,3.0,23.4,102.8,0.2,0.4,,,,31.5,6.1,,
35,8,HAP-211080,"Bánh đa, bún, phở",Bún chả cô Thu,Cô Thu's Kebab Rice Noodles,434.8,15.4,11.5,67.4,81.7,830.7,37.7,86.3,2.4,1.4,2194.0,36.2,75.1,
35,9,HAP-223008,Các loại bánh,Bánh mỳ pate trứng,Baguette with pâté and egg,444.2,28.4,14.6,49.8,882.8,2.3,3.8,,,,76.2,312.4,77.3,
35,10,HAP-211007,"Bánh đa, bún, phở",Bún chả nem,Grilled pork with vermicelli and spring rolls,810.5,22.1,26.9,120.1,275.9,2496.7,79.3,217.6,5.8,2.4,2659.7,161.8,135.7,
35,11,HAP-221017,Các loại bánh,Bánh giò,Pyramid rice dumpling,367.2,17.1,11.9,47.8,180.5,868.9,11.1,,,,395.6,283.9,,
35,12,HAP-211008,"Bánh đa, bún, phở",Bún chả quạt,Grilled pork patties and vermicelli noodles,837.0,35.4,35.0,95.1,190.6,1958.7,68.1,171.7,4.4,5.6,2563.3,135.1,169.4,
35,13,HAP-223005,Các loại bánh,Bánh gối rán 2 cái,Fried pillow dumplings (2 pieces),573.5,17.4,24.5,70.9,151.2,1035.7,18.4,,,,1170.5,92.4,,
35,14,HAP-211051,"Bánh đa, bún, phở",Bún đậu mắm tôm,Vermicelli with fried tofu and shrimp paste,874.6,39.2,35.0,100.8,27.2,134.3,15.3,484.7,13.1,2.9,298.0,117.0,58.1,
35,15,HAP-221009,Các loại bánh,Bánh đa vừng,Sesame rice cracker,419.0,13.3,3.7,83.1,,,,,,,,,,
36,1,HAP-211078,"Bánh đa, bún, phở",Bún đậu mắm tôm,Vermicelli with fried tofu and shrimp paste,899.1,46.1,50.2,65.6,103.0,1034.2,27.0,412.8,13.8,3.7,197.0,103.6,100.3,
36,2,HAP-223037,Các loại bánh,Bánh đa kê,Sesame rice cracker with mung bean mash,351.9,10.1,2.7,71.8,6.1,73.3,0.7,,,,9.0,,,
36,3,HAP-211079,"Bánh đa, bún, phở",Bún đậu mắm tôm,Vermicelli with fried tofu and shrimp paste,913.3,40.0,50.1,75.6,60.9,643.5,22.1,345.2,13.2,3.4,71.3,34.1,79.8,
36,4,HAP-221003,Các loại bánh,Bánh dày ngọt 3 cái,Sweet sticky rice cakes (3 pieces),276.7,9.7,1.4,56.3,0.5,6.0,0.8,,,,3.0,,,
36,5,HAP-211046,"Bánh đa, bún, phở",Bún gà,Chicken vermicelli soup,443.0,23.4,15.3,53.0,108.6,1120.5,39.3,144.0,9.0,1.3,523.3,3.6,24.4,
36,6,HAP-223022,Các loại bánh,Bánh dày giò,Sticky rice cake with pork sausage,340.2,18.1,4.2,57.5,0.4,2.9,0.4,,,,99.4,29.7,,
36,7,HAP-211056,"Bánh đa, bún, phở",Bún ngan,Muscovy duck noodle soup,457.4,17.6,22.4,46.4,37.6,447.9,22.9,111.7,3.5,2.0,461.7,3.1,18.0,
36,8,HAP-221019,Các loại bánh,Bánh dày giò,Sticky rice cake with pork sausage,347.8,24.3,5.8,49.6,0.3,2.5,0.3,,,,85.7,43.8,,
36,9,HAP-211088,"Bánh đa, bún, phở",Bún ngan,Muscovy duck noodle soup,694.7,30.2,29.9,76.2,76.6,898.4,39.3,165.8,6.3,2.4,3845.5,3.3,42.7,
36,10,HAP-223023,Các loại bánh,Bánh chưng rán,Fried bánh chưng,647.7,19.4,19.1,99.4,1.4,13.3,1.8,,,,164.5,9.6,,
36,11,HAP-211106,"Bánh đa, bún, phở",Bún ngan,Muscovy duck noodle soup,800.8,33.6,28.5,102.3,29.8,349.6,21.8,200.0,7.3,2.3,4273.5,4.0,44.7,
36,12,HAP-223030,Các loại bánh,Bánh chuối,Banana cake,167.1,1.9,9.0,19.7,1.9,15.3,3.5,,,,10.5,,,
36,13,HAP-211010,"Bánh đa, bún, phở",Bún ngâm,Fermented fish noodle soup,485.5,21.9,9.7,77.7,100.4,1155.0,69.5,219.8,3.4,1.7,913.5,39.0,30.0,
36,14,HAP-223038,Các loại bánh,Bánh chay (10 viên),Sweet glutinous rice balls (10 pieces),411.7,7.7,14.9,61.7,,0.3,0.2,,,,2.1,,,
36,15,HAP-213081,"Bánh đa, bún, phở",Bún ốc,Snail rice noodles,548.5,28.6,24.6,24.6,69.1,786.5,15.4,1376.2,2.5,1.6,588.3,26.5,35.1,
37,1,HAP-213081,"Bánh đa, bún, phở",Bún ốc,Snail rice noodles,548.5,28.6,24.6,24.6,69.1,786.5,15.4,1376.2,2.5,1.6,588.3,26.5,35.1,
37,2,HAP-223036,"Bún, cơm, xôi, cháo",Xôi xéo,Mung bean shredded sticky rice,420.2,12.6,3.6,84.3,0.3,3.0,1.2,,,,78.8,2.3,,
37,3,HAP-211091,"Bánh đa, bún, phở",Bún ốc cô Mít,Ms. Mit's Snail Noodle Soup,659.4,41.1,26.1,65.1,197.5,2348.3,29.2,2704.8,4.0,2.2,2286.0,20.7,67.2,
37,4,HAP-223033,"Bún, cơm, xôi, cháo",Xôi lạc,Peanut sticky rice,733.1,21.1,14.6,129.4,0.2,2.8,0.2,,,,332.4,,,
37,5,HAP-211090,"Bánh đa, bún, phở",Bún riêu cua,Crab noodle soup,497.5,19.5,19.6,60.9,111.3,1204.7,58.3,252.0,3.9,2.1,1374.9,43.2,67.7,
37,6,HAP-223035,"Bún, cơm, xôi, cháo",Xôi khúc,Khúc sticky rice cake,512.6,14.5,14.5,80.3,0.7,6.7,0.7,,,,424.1,10.9,,
37,7,HAP-211021,"Bánh đa, bún, phở",Bún riêu cua sườn sụn,Crab and Pork Rib Noodle Soup,582.9,38.7,38.7,68.1,269.1,3201.3,71.2,1164.8,2.7,3.2,1331.0,46.3,116.2,
37,8,HAP-223034,"Bún, cơm, xôi, cháo",Xôi đỗ xanh,Mung bean sticky rice,834.8,24.2,19.1,141.5,1.1,13.6,2.2,,,,463.3,,,
37,9,HAP-221008,"Bún, cơm, xôi, cháo",Xôi chè,Sweet sticky rice with pudding,604.5,17.0,6.2,120.3,1.3,15.6,2.1,,,,173.2,,,
37,10,HAP-221024,"Bún, cơm, xôi, cháo",Cháo trai,Clam porridge,196.8,6.9,6.4,28.0,51.1,277.5,12.7,,,,98.3,12.5,,
37,11,HAP-221010,"Bún, cơm, xôi, cháo",Cháo trai,Clam porridge,251.5,6.6,7.6,39.1,39.3,151.8,7.0,,,,20.2,10.1,,
37,12,HAP-221031,"Bún, cơm, xôi, cháo",Cháo thịt,Meat porridge,234.0,12.7,3.9,37.0,38.3,455.3,1.7,,,,172.3,18.4,,
37,13,HAP-221033,"Bún, cơm, xôi, cháo",Cháo tim,Heart porridge,350.6,19.7,16.3,31.3,40.0,393.0,15.9,,,,2066.4,121.0,,
37,14,HAP-221030,"Bún, cơm, xôi, cháo",Cháo sườn,Pork rib porridge,199.7,7.8,6.9,26.7,3.6,42.7,3.0,,,,55.3,11.5,,
37,15,HAP-221037,"Bún, cơm, xôi, cháo",Cháo lòng,Pork offal porridge,464.7,37.4,15.9,43.0,2424.4,806.4,53.0,,,,2072.1,220.6,,
38,1,HAP-221025,"Bún, cơm, xôi, cháo",Cháo đỗ xanh,Mung bean porridge,274.3,3.6,0.5,63.9,0.1,1.1,0.1,,,,479.6,,,
38,2,HAP-221038,"Bún, cơm, xôi, cháo",Bún thang,Chicken broth noodle soup,378.2,27.9,9.4,45.6,50.0,320.7,15.1,,,,688.8,22.5,,
38,3,HAP-221032,"Bún, cơm, xôi, cháo",Bún riêu cua,Crab paste noodle soup,321.0,10.7,6.6,54.6,75.6,813.8,27.9,,,,2173.4,52.4,,
38,4,HAP-221034,"Bún, cơm, xôi, cháo",Bún ngan,Duck noodle soup,521.8,18.7,20.9,64.8,57.6,665.7,22.3,,,,693.1,4.1,,
38,5,HAP-221035,"Bún, cơm, xôi, cháo",Bún móng giò,Pork trotter noodle soup,443.0,18.8,15.6,56.8,70.6,692.6,30.9,,,,1382.1,57.5,,
38,6,HAP-221039,"Bún, cơm, xôi, cháo",Bún đậu mắm tôm,Fermented shrimp paste noodle platter,985.1,42.5,51.7,87.4,55.7,,,,,,881.3,124.2,,
38,7,HAP-221029,"Bún, cơm, xôi, cháo",Bún cá,Fish noodle soup,331.1,12.8,8.1,51.8,83.5,959.0,28.9,,,,861.7,4.9,,
38,8,HAP-213061,Các món khác,Vịt rang me,Tamarind stir-fried duck,851.2,42.2,67.8,18.1,665.6,594.5,24.9,,,,3169.4,173.2,,
38,9,HAP-211108,Các món khác,Thịt xiên nướng (5 cái),Grilled meat skewers (5 pieces),443.3,27.8,34.9,4.5,62.8,695.3,15.4,,,,130.2,137.1,,
38,10,HAP-213026,Các món khác,Sủi dìn,Glutinous rice balls in ginger syrup,273.0,5.4,5.8,49.8,0.3,3.4,0.5,,,,5.1,5.8,,
38,11,HAP-213052,Các món khác,Quẩy nóng,Freshly fried dough sticks,483.6,13.4,16.8,69.9,3.1,32.4,8.7,,,,833.6,,,
38,12,HAP-213068,Các món khác,Nộm bò khô,Dried beef salad,184.8,18.5,6.9,11.7,1022.7,604.6,33.4,,,,759.4,52.1,,
38,13,HAP-211062,Các món khác,Nộm bò khô,Dried beef salad,494.5,28.8,17.6,55.2,34.1,408.3,61.3,,,,139.1,0.7,,
38,14,HAP-213031,Các món khác,Nem thính,Fermented and toasted rice pork roll,640.0,47.8,30.6,43.2,51.4,436.5,42.0,,,,3700.2,88.8,,
38,15,HAP-211099,Các món khác,Nem rán (5 cái),Fried spring rolls (5 pieces),333.9,11.0,21.3,24.7,79.6,526.8,22.1,,,,206.8,127.5,,
39,1,HAP-213042,Các món khác,Bún nem nướng,Grilled spring roll vermicelli,615.3,33.7,17.3,81.2,139.4,1296.2,41.8,,,,1512.5,72.9,,
39,2,HAP-213067,Các món khác,Nem lụi nướng,Grilled minced pork skewers,598.4,49.6,16.4,63.1,187.2,1985.2,42.9,,,,2088.0,,,
39,3,HAP-211086,Các món khác,Nem Lụi,Grilled minced pork skewers,707.0,48.7,17.4,88.9,427.0,4305.6,45.7,,,,1619.6,39.8,,
39,4,HAP-213022,Các món khác,Nem chua rán 10 cái,Fried fermented pork rolls (10 pieces),646.2,45.7,34.5,38.2,2.1,23.1,2.7,,,,908.3,,,
39,5,HAP-211017,Các món khác,Nem chua rán,Fried fermented pork rolls,273.0,40.8,7.1,11.4,9.2,102.8,12.0,,,,900.1,,,
39,6,HAP-213065,Các món khác,Nem chua,Fermented pork roll,180.7,23.9,3.8,12.7,1.9,18.6,16.5,,,,1134.7,,,
39,7,HAP-213018,Các món khác,Bún nem cua bể,Crab spring roll vermicelli,929.9,32.6,12.2,172.5,80.0,743.1,58.8,,,,4070.5,66.7,,
39,8,HAP-213054,Các món khác,Gà tần,Stewed chicken,297.4,28.9,15.1,11.4,10.0,30.6,6.6,,,,2242.9,,,
39,9,HAP-211095,Các món khác,Gà tần,Stewed chicken,151.8,24.9,5.4,0.9,9.7,24.2,5.3,,,,1733.0,1.3,,
39,10,HAP-211052,Các món khác,Gà tần,Stewed chicken,337.8,35.5,15.8,13.5,13.3,54.3,10.5,,,,1427.1,1.5,,
39,11,HAP-211043,Các món khác,Gà tần,Stewed chicken,344.6,35.6,16.0,14.7,13.7,64.1,12.5,,,,1366.0,1.2,,
39,12,HAP-211063,Các món khác,Chim quay,Roasted bird,434.9,71.5,71.5,3.4,64.9,102.8,35.6,,,,177.1,229.3,,
39,13,HAP-211097,"Ngao, ốc",Sò huyết nướng,Grilled blood cockles,414.0,68.7,3.7,26.4,6.9,77.1,9.0,,,,7.5,,,
39,14,HAP-213043,"Ngao, ốc",Ốc hương xào sốt bơ,Stir-fried sweet snails with butter sauce,284.7,9.3,20.7,15.3,0.7,,,,,,1225.3,,,
39,15,HAP-211014,"Ngao, ốc",Ốc đĩa luộc mắm,Boiled dish snails with fish sauce,185.1,29.9,1.1,13.9,15.9,181.7,15.0,,,,11.3,,,
40,1,HAP-213070,"Ngao, ốc",Ốc bé hấp,Steamed small snails,232.4,36.7,2.1,16.7,0.4,0.5,6.2,,,,680.7,,,
40,2,HAP-213071,"Ngao, ốc",Ngao trắng hấp,Steamed white clams,226.2,27.5,2.2,24.1,0.4,0.5,6.2,,,,680.7,,,
40,3,HAP-213046,"Ngao, ốc",Ngao hoa hấp sả,Steamed venus clams with lemongrass,486.2,37.5,14.6,51.2,48.8,593.1,19.4,,,,1658.9,,,
40,4,HAP-211016,"Ngao, ốc",Hàu nướng mọi (10 con),Grilled oysters (10 pieces),152.1,17.7,5.3,8.4,21.6,,,,,,140.9,29.8,,
40,5,HAP-213057,Giải khát,Trà hoa cúc,Chrysanthemum tea,19.4,0.2,,4.7,1.7,1.7,8.6,,,,,,,
40,6,HAP-211067,Giải khát,Trà cúc táo đỏ,Chrysanthemum tea with red dates,20.3,0.1,,5.0,0.8,9.3,5.1,,,,0.2,,,
40,7,HAP-213033,Giải khát,Thạch găng,Grass jelly,175.5,5.9,0.3,37.3,,,,,,,27.9,,,
40,8,HAP-213059,Giải khát,Tào phớ caramen,Caramel tofu pudding,174.0,7.5,2.7,29.9,,,,,,,66.3,,,
40,9,HAP-211089,Giải khát,Tào phớ,Tofu pudding,257.5,6.4,2.9,51.5,,,,,,,27.5,,,
40,10,HAP-213060,Giải khát,Sữa ngô,Corn milk,123.8,4.3,2.5,21.0,,,,,,,,,,
40,11,HAP-211035,Giải khát,Sữa chua lá nếp,Pandan yogurt,284.2,10.1,8.1,42.8,51.8,22.0,1.4,,,,93.3,26.0,,
40,12,HAP-213008,Giải khát,Sữa chua gạo tím,Purple rice yogurt,301.8,10.5,8.6,45.6,51.8,38.6,1.4,,,,92.9,26.0,,
40,13,HAP-213063,Giải khát,Kem sữa chua trân châu,Yogurt ice cream with tapioca pearls,284.2,6.4,7.5,47.8,46.7,19.8,1.3,,,,90.4,23.4,,
40,14,HAP-213062,Giải khát,Sữa chua kem,Ice-cream yogurt,117.3,5.9,6.7,8.4,46.7,19.8,1.3,,,,82.8,23.4,,
40,15,HAP-211036,Giải khát,Sữa chua kem gạo tím,Purple rice ice-cream yogurt,196.1,6.4,5.3,30.6,31.1,13.2,0.8,,,,56.8,15.6,,
41,1,HAP-213009,Giải khát,Sữa chua chân trâu,Yogurt with tapioca pearls,244.4,244.4,244.4,42.8,31.1,13.2,0.8,,,,70.6,70.6,,
41,2,HAP-211066,Giải khát,Nước trà hoa cúc,Chrysanthemum tea,18.3,0.1,,4.5,0.8,9.0,3.9,,,,,,,
41,3,HAP-213058,Giải khát,Kem trứng,Egg custard,390.8,10.4,22.1,37.5,504.6,45.8,,,,,172.1,1056.4,,
41,4,HAP-213073,Giải khát,Chè dừa dầm,Coconut jelly sweet soup,469.8,12.4,8.2,86.6,45.5,,,,,,331.6,25.5,,
41,5,HAP-211003,Giải khát,Chè thập cẩm,Mixed sweet soup,629.1,11.3,10.2,123.0,7.6,90.1,5.6,,,,111.8,,,
41,6,HAP-213007,Giải khát,Chè sen,Lotus seed sweet soup,262.9,5.2,0.5,59.4,3.7,40.1,14.8,,,,11.1,,,
41,7,HAP-211002,Các loại bánh,Bánh đúc tàu,Rice cake made of rice flour and lime water,175.6,9.6,2.2,29.3,8.5,,,,,,671.6,57.2,,
41,8,HAP-211006,Các loại bánh,Bánh cuốn trứng,Egg stuffed pancake,537.6,22.6,28.5,47.7,172.4,41.5,10.0,,,,1161.5,491.8,,
41,9,HAP-211009,Các loại bánh,Bánh cuốn thịt,Pork stuffed pancake,493.1,13.8,19.8,65.0,31.4,362.7,28.2,,,,1580.7,16.7,,
41,10,HAP-211005,Các loại bánh,Bánh cuốn nhân tôm thịt,Stuffed rice pancake with shrimp and pork,475.7,12.5,19.1,63.4,16.0,160.1,14.4,,,,1016.4,28.7,,
41,11,HAP-211004,Các loại bánh,Bánh cuốn chay chả,Vegetarian steamed pancake with 'chả',673.4,13.0,36.2,73.9,3.9,40.9,9.6,,,,1049.0,28.8,,
41,12,HAP-213049,Các loại bánh,Bánh bột lọc 6 cái,Vietnamese Tapioca Dumplings (6 pieces),335.2,7.4,14.4,44.0,70.1,735.5,20.9,,,,1288.5,11.9,,
41,13,HAP-211065,Các loại bánh,Bánh bột lọc (5 cái),Vietnamese Tapioca Dumplings (5 pieces),199.9,4.3,8.7,26.1,8.9,84.8,10.7,,,,743.5,14.7,,
41,14,HAP-213077,Các loại bánh,Bánh bèo 2 cái,Two water fern cake,899.0,35.8,47.5,82.2,33.1,368.3,35.4,,,,1741.5,40.2,,
41,15,HAP-211054,Các loại bánh,Bánh bèo,Water fern cake,451.1,19.0,17.2,55.1,5.4,57.1,14.6,,,,926.3,0.0,,
42,1,HAP-211085,"Cơm, cháo, xôi",Bánh mì - xôi chảo,Baguette with combo pan,995.8,41.4,62.6,66.7,645.4,36.5,23.3,,,,2261.9,116.1,,
42,2,HAP-211042,"Cơm, cháo, xôi",Xôi xéo thập cẩm,Turmeric sticky rice with mung beans and mixed toppings,789.9,27.8,28.2,106.3,346.6,520.3,2.6,,,,95.2,279.8,,
42,3,HAP-211041,"Cơm, cháo, xôi",Xôi xéo đùi gà sốt,"Sticky rice with mung bean, chicken thigh, and sauce",612.6,29.5,9.2,102.9,61.8,517.6,2.6,,,,43.1,0.9,,
42,4,HAP-213056,"Cơm, cháo, xôi",Xôi thịt thập cẩm,Sticky Rice with Mixed Meat,856.4,36.8,20.9,130.2,178.0,67.6,5.1,,,,889.3,62.1,,
42,5,HAP-211082,"Cơm, cháo, xôi",Xôi thịt thập cẩm,Sticky Rice with Mixed Meat,856.4,36.8,20.9,130.2,178.0,67.6,5.1,,,,889.3,62.1,,
42,6,HAP-213075,"Cơm, cháo, xôi",Xôi thịt,Sticky rice with braised pork,785.0,42.3,10.1,131.3,229.4,1986.9,43.5,,,,380.3,96.8,,
42,7,HAP-213051,"Cơm, cháo, xôi",Xôi đỗ đen,Black Bean Sticky Rice,677.8,19.0,24.6,95.0,1.4,16.2,4.6,,,,741.8,7.6,,
42,8,HAN-121082,Các món khác,Xúc xích rán (5 cái),Fried sausages (5 pieces),333.2,18.5,27.1,4.0,34.5,77.1,9.0,,,,291.0,84.9,,
42,9,HAN-123002,Các món khác,Trứng vịt lộn,Balut (fertilized duck egg),118.2,8.8,8.0,2.7,587.3,280.3,2.2,,,,60.7,,,
42,10,HAN-122055,Các món khác,Thịt xiên nướng,Grilled meat skewers,227.4,31.3,11.0,0.9,3.9,25.7,3.0,,,,2.5,,,
42,11,HAN-121026,Các món khác,Sắn luộc,Boiled cassava,281.7,2.0,0.4,67.7,1.2,,,,,,3.6,,,
42,12,HAN-122056,Các món khác,Quẩy rán,Fried dough sticks,150.4,4.1,5.5,21.1,,,,,,,,,,
42,13,HAN-122010,Các món khác,Quả xoài dầm,Shredded mango with seasoning,360.7,4.2,1.0,83.7,90.9,1090.4,139.2,,,,1865.4,,,
42,14,HAN-122025,Các món khác,Ngô luộc,Boiled corn,286.4,6.5,3.7,56.8,,,,,,,,,,
42,15,HAN-121058,Các món khác,Nem rán (4 cái),Fried spring rolls (4 pieces),413.2,14.2,24.1,34.8,113.9,876.6,37.8,,,,1661.7,145.7,,
43,1,HAN-123038,Các món khác,Nem chua rán 5 cái,Fried fermented pork rolls (5 pieces),157.9,25.0,4.3,4.9,,,,,,,547.4,,,98.9
43,2,HAN-123027,Các món khác,Khoai tây chiên,French fries,296.0,3.8,12.9,41.3,0.8,9.4,18.8,,,,13.1,,,
43,3,HAN-122029,Các món khác,Khoai lang mật nướng,Roasted honey sweet potato,746.2,4.8,1.2,179.0,75.1,901.2,138.2,,,,186.3,,,
43,4,HAN-121025,Các món khác,Khoai lang luộc,Boiled sweet potato,393.3,2.5,0.6,94.4,39.6,475.0,72.8,,,,98.2,,,
43,5,HAN-123026,Các món khác,Khoai lang chiên,Fried sweet potato,376.8,2.2,23.4,39.4,11.3,135.5,20.8,,,,31.0,,,
43,6,HAN-122047,Các món khác,Hạt dẻ nướng,Roasted chestnuts,227.5,4.3,1.1,50.1,,,36.7,,,,3.1,,,
43,7,HAN-122045,Các món khác,Hạt dẻ luộc,Boiled chestnuts,159.3,3.0,0.8,35.0,,,25.7,,,,2.1,,,
43,8,HAN-122017,Các món khác,Củ từ luộc,Boiled taro,357.4,5.5,,83.8,,,7.4,,,,262.1,,,
43,9,HAN-121075,Các món khác,Bánh bỏng kê,Popped millet cake,286.0,3.7,1.6,64.2,4.0,47.4,,,,,5.5,,,
43,10,HAN-122044,"Chè, các loại giải khát",Tào phớ,Soybean pudding,421.4,8.7,0.7,95.1,,,,,,,108.4,,,
43,11,HAN-123033,"Chè, các loại giải khát",Nước mía,Sugarcane juice,228.9,,,,,,,,,,,,,
43,12,HAN-122023,"Chè, các loại giải khát",Nước ép ổi (size l),Guava juice (large size),346.3,3.5,,83.1,180.8,2169.2,359.6,,,,23.2,,,
